CD_TIPO,FL_PARADO,FL_PROGRAMAR,ID_CLIENTE,CD_MAQUINA,SQ_CHECKITEM,NR_ORDEM,DS_INSPECAO,DS_OBS,DT_CKECKITEM,DT_INICIO,DT_TERMINO,TP_RECORRENCIA,QT_RECORRENCIA,ST_CHECKITEM,ID_CKOS
PRE,N,S,1,EMP 04 - TOYOTA,5287,44,Verificar folgas nos sistema de direção,,2011-09-02T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP 04 - TOYOTA,5288,45,Verificação geral do motor,,2011-09-02T00:00:00,,,RAN,,A,12
PRE,N,S,1,EMP 05 - LINDE,5289,1,Verificar o nível do óleo lubrificante,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5290,2,Verificar a borracha e a tampa do radiador,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5291,3,Verificar vazamento de óleo nas válvulas hidráulicas,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5292,4,Verificar vazamentos e áreas danificadas nos cilindros hidráulicos,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5293,5,Verificar o nível do óleo de freio,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5294,6,Verificar o nível e vazamento de água do radiador,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 05 - LINDE,5295,7,Verificar as condições gerais de funcionamento do motor,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5296,8,Verificar o funcionamento da válvula de GLP,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5297,9,Verificar vazamento de óleo lubrificante,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5298,10,Verificar a tensão da correia do ventilador do radiador,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5299,11,Verificar vazamento do óleo do diferencial e o seu nível,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5300,12,Verificar vazamento do óleo da transmissão e o seu nível,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5301,13,Verificar as condições dos pneus,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5302,14,Verificar os rolamentos das rodas dianteiras,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5303,15,Verificar os rolamentos das rodas traseiras,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5304,16,Verificar o nível e as condições do óleo hidráulico,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5305,17,Verificar folgas no acoplamento das alavancas de controle,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5306,18,Verificar válvula de alívio e a função da válvula de travamento de declive,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5307,19,Verificar as condições das tubulações de óleo,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5308,20,Verificar as condições da bomba de óleo (vazamento e ruído),,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5309,21,Verificar o pino e a haste dos cilindros,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5310,22,Verificar velocidade de elevação dos cilindros,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5311,23,Verificar movimentos anormais nos cilindros,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5312,24,Verificar descida e inclinação frontal do cilindro,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5313,25,Verificar vazamento do óleo na válvula da direção,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5314,26,Verificar a tensão da corrente de elevação,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5315,27,Lubrificar a corrente de elevação,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5316,28,Limpar o filtro de ar,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 05 - LINDE,5317,29,Trocar o filtro do óleo lubrificante e o óleo lubrificante,Óleo 40,2011-09-02T00:00:00,,,RTM,,A,3
PRE,N,S,1,EMP 05 - LINDE,5318,30,Verificar rachaduras no distribuidor da ignição,,2011-09-02T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 05 - LINDE,5319,31,Verificar faísca e folga no plug da ignição,,2011-09-02T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 05 - LINDE,5320,32,Verificar as condições do plug de ignição,,2011-09-02T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 05 - LINDE,5321,33,Verificar tempo de ignição,,2011-09-02T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP 05 - LINDE,5322,34,Trocar o filtro de combustível,,2011-09-02T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 05 - LINDE,5323,35,Trocar o óleo da transmissão,Tellus 68,2011-09-02T00:00:00,,,RSM,,A,11
PRE,N,S,1,EMP 05 - LINDE,5324,36,Trocar o filtro do óleo da transmissão,,2011-09-02T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 05 - LINDE,5325,37,Trocar o óleo de freio,DOT 3 ou 4,2011-09-02T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 05 - LINDE,5326,38,Trocar o filtro de ar,,2011-09-02T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 05 - LINDE,5327,39,Trocar o óleo da caixa do diferencial,Óleo 90 ou 140,2011-09-02T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 05 - LINDE,5328,40,Trocar o filtro do óleo hidráulico,,2011-09-02T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 05 - LINDE,5329,41,Limpar o tanque do óleo hidráulico,,2011-09-02T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 05 - LINDE,5330,42,Verificar pressão de alívio das válvulas de controle de óleo,,2011-09-02T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP 05 - LINDE,5331,43,Verificar as condições dos eixos traseiro e dianteiro,,2011-09-02T00:00:00,,,RAN,,A,8
PRE,N,S,1,EMP 05 - LINDE,5332,44,Verificar folgas nos sistema de direção,,2011-09-02T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP 05 - LINDE,5333,45,Verificação geral do motor,,2011-09-02T00:00:00,,,RAN,,A,12
PRE,N,S,1,EMP 06 - LINDE,5334,1,Verificar o nível da água da bateria,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 06 - LINDE,5335,2,"Verificar horímetro, chave liga/desliga, IDB, buzina, reversão e saca tomada",,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP 06 - LINDE,5336,3,Verificar vazamento nas conexões,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5337,4,Verificar aperto dos parafusos da roda de tração,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5338,5,Verificar nível do óleo da transmissão,Óleo Omala 220,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5339,6,Verificar os elementos de fixação do conjunto de elevação,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5340,7,Verificar lubrificação dos roletes do carro de elevação,Alvania R2,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5341,8,Verificar a fixação do cabeamento de potência e parfuso do painel,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5342,9,Verificar micro do freio,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5343,10,Verificar nível do óleo do reservatório do sistema hidráulico,Tellus 68,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5344,11,Verificar a isolação dos cabos e dos motores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5345,12,Limpar os contatos dos contatores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5346,13,Limpar o comutador dos motores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5347,14,Engraxar o rolamento da mesa giratória,Alvania R2,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP 06 - LINDE,5348,15,Verificar as molas da porta-escovas e a própria porta-escova,,2011-09-02T00:00:00,,,RBM,,A,3
PRE,N,S,1,EMP 06 - LINDE,5349,16,Verificar as lonas de freio de estacionamento,,2011-09-02T00:00:00,,,RSM,,A,7
PRE,N,S,1,EMP 06 - LINDE,5350,17,Verificar as lonas de freio de serviço,,2011-09-02T00:00:00,,,RSM,,A,8
PRE,N,S,1,EMP 06 - LINDE,5351,18,Verificar os rolamentos dos motores,,2011-09-02T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP 06 - LINDE,5352,19,Verificar filtro de óleo,,2011-09-02T00:00:00,,,RSM,,A,
PRE,N,S,1,EMP 06 - LINDE,5353,20,Verificar o correto encaixe do acoplamento do motor de tração,,2011-09-02T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP 06 - LINDE,5354,21,Trocar o filtro de óleo do reservatório hidráulico,Filtro 95110,2011-09-02T00:00:00,,,RAN,,A,6
PRE,N,S,1,EMP 06 - LINDE,5355,22,Trocar as escovas dos motores,,2011-09-02T00:00:00,,,RAN,,A,9
PRE,N,S,1,EMP 06 - LINDE,5356,23,Trocar o óleo do sistema hidráulico,Tellus 68,2011-09-02T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP 06 - LINDE,5357,24,Trocar as lonas de freio,,2011-09-02T00:00:00,,,RAN,,A,11
PRE,N,S,1,EMP 06 - LINDE,5358,25,Trocar o óleo do sistema de transmissão,Óleo Omala 220,2011-09-02T00:00:00,,,RAN,,A,12
PRE,N,S,1,EMP. SKAN 01,5359,1,Verificar o nível da água da bateria,,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP. SKAN 01,5360,2,"Verificar horímetro, chave liga/desliga, IDB, buzina, reversão e saca tomada",,2011-09-02T00:00:00,,,RSE,,A,1
PRE,N,S,1,EMP. SKAN 01,5361,3,Verificar vazamento nas conexões,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5362,4,Verificar aperto dos parafusos da roda de tração,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5363,5,Verificar nível do óleo da transmissão,Óleo Omala 220,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5364,6,Verificar os elementos de fixação do conjunto de elevação,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5365,7,Verificar lubrificação dos roletes do carro de elevação,Alvania R2,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5366,8,Verificar a fixação do cabeamento de potência e parfuso do painel,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5367,9,Verificar micro do freio,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5368,10,Verificar nível do óleo do reservatório do sistema hidráulico,Tellus 68,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5369,11,Verificar a isolação dos cabos e dos motores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5370,12,Limpar os contatos dos contatores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5371,13,Limpar o comutador dos motores,,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5372,14,Engraxar o rolamento da mesa giratória,Alvania R2,2011-09-02T00:00:00,,,RME,,A,2
PRE,N,S,1,EMP. SKAN 01,5373,15,Verificar as molas da porta-escovas e a própria porta-escova,,2011-09-02T00:00:00,,,RBM,,A,3
PRE,N,S,1,EMP. SKAN 01,5374,16,Verificar as lonas de freio de estacionament,,2011-09-02T00:00:00,,,RSM,,A,8
PRE,N,S,1,EMP. SKAN 01,5375,17,Verificar as lonas de freio de serviço,,2011-09-02T00:00:00,,,RSM,,A,9
PRE,N,S,1,EMP. SKAN 01,5376,18,Verificar os rolamentos dos motores,,2011-09-02T00:00:00,,,RSM,,A,4
PRE,N,S,1,EMP. SKAN 01,5377,19,Verificar filtro de óleo,,2011-09-02T00:00:00,,,RSM,,A,5
PRE,N,S,1,EMP. SKAN 01,5378,20,Verificar o correto encaixe do acoplamento do motor de tração,,2011-09-02T00:00:00,,,RSM,,A,6
PRE,N,S,1,EMP. SKAN 01,5379,21,Trocar o filtro de óleo do reservatório hidráulico,Filtro 95110,2011-09-02T00:00:00,,,RAN,,A,7
PRE,N,S,1,EMP. SKAN 01,5380,22,Trocar as escovas dos motores,,2011-09-02T00:00:00,,,RAN,,A,10
PRE,N,S,1,EMP. SKAN 01,5381,23,Trocar o óleo do sistema hidráulico,Tellus 68,2011-09-02T00:00:00,,,RAN,,A,11
PRE,N,S,1,AR.COND.ACJ 13,11123,1,Desligar / travar o ponto de alimentação do equipamento,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11124,2,Limpar / substituir o elemento filtrante,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11125,3,Verificar e eliminar as frestas dos filtros,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11126,4,Verificar operação de drenagem de água da bandeja,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11127,5,Verificar a temperatura externa dos motores,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11128,6,Limpar o gabinete do condicionador,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11129,7,Verificar e eliminar sujeira e água da bandeja,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11130,8,Medir a tensão do alimentador,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11131,9,Medir a corrente do compressor,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11132,10,Medir a corrente de retorno de ar,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11133,11,Medir a corrente de motor elétrico,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11134,12,Medir a temperatura de retorno de ar,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR.COND.ACJ 13,11135,13,Lavar as serpentinas do evaporador e condensador,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11136,1,Examinar o nível de óleo dos compressores,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11137,2,"Verificar funcionamento de controle de capacidade, chaves de fluxo de água, termostato de operação e de segurança",,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11138,3,Medir as temperaturas do evaporador (entrada ; saída),,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11139,4,Medir as temperaturas do condensador (entrada ; saída),,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11140,5,Medir as pressões dos circuitos A / B (sucção ; descarga),,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11141,6,Verificar as temperaturas externas dos compressores,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11142,7,Verificar a temperatura de cabos de alimentação dos painéis e compressores,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11143,8,Limpeza das partes externas,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11144,9,"Desligar / travar disjuntor de alimentação elétrica, colocar tag loclout, testar ausência de tensão",,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11145,10,Limpeza dos painéis elétricos,,2016-12-21T00:00:00,,,RME,1,A,1
PRE,N,S,1,CHILLER PIO 09,11146,11,Proceder o reaperto dos terminais dos cabos dos circuitos de força nos quadros de alimentação e comando,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11147,12,Proceder a limpeza dps contatos elétricos com produto químico,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11148,13,"Retirar as ferramentas e materiais, retirar o Tag loclout, religar o disjuntor e testar o funcionamento de todo o conjunto",,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11149,14,Medir tensão de alimentação das fases,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11150,15,Medir os circuitos dos compressores,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CHILLER PIO 09,11151,16,Medir correntes dos compressores,,2016-12-21T00:00:00,,,RTM,1,A,2
PRE,N,S,1,EXTRUSORA DSD,5679,100,EXT DS C - Refrigeração: Verificar o nível de agua do tanque do reservatório,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5680,101,EXT DS D - Comando: Efetuar teste de funcionamento nos disjuntores,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5681,102,EXT DS D - Comando: Limpar e Inspecionar o interior do painel de comando,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5682,103,EXT DS D - Comando: Substituir os filtros do painel de comando,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5683,104,EXT DS D - Comando: Tetar o funcionamento de todos os dispositivos de E-Stop,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5684,105,EXT DS D - Comando: Verificar o funcionamento da refrigeração do painel,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5685,106,EXT DS D - Motores: Inspecionar / Limpar as aletas de arrefecimento,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5686,107,EXT DS D - Motores: Inspecionar movimentos / ruídos / vibrações,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5687,108,EXT DS D - Motores: Verificar / Corrigir fluxo de ar de refrigração,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5688,109,EXT DS D - Motores: Verificar a temperatura do motor,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5689,110,EXT DS D - Redutor: Inspecionar a correta colocação e fixação das proteções,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5690,111,EXT DS D - Redutor: Inspecionar a existência de ruídos anormais,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5691,112,EXT DS D - Redutor: Inspecionar as correias quanto a desgaste e tensão,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5692,113,EXT DS D - Redutor: Inspecionar se as roldanas estão alinhadas e livres,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5693,114,EXT DS D - Redutor: Inspecionar visualmente a existencia de vazamentos de óleo,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5694,115,EXT DS D - Redutor: Verificar a temperatura de todos os anéis de retenção e tampas,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5695,116,EXT DS D - Redutor: Verificar o arrefecimento do trocador de calor,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5696,117,EXT DS D - Redutor: Verificar o nível de óleo,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5697,118,EXT DS D - Refrigeração: Inspecionar o fluxo e a temperatura da agua de refrigeração,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5698,119,EXT DS D - Refrigeração: Medir a temperatura do conjunto motorbomba,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5699,120,EXT DS D - Refrigeração: Verificar e Eliminar vazamentos no circuito de refrigeração,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5700,121,EXT DS D - Refrigeração: Verificar o nível de agua do tanque do reservatório,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5701,122,EXTDAS - Comando: Substituir os filtros do painel de comando,,2011-09-08T00:00:00,,,RME,,A,1
PRE,N,S,1,EXTRUSORA DSD,5702,123,CAL. DS - Comando: Checar o aperto de todas as borneiras,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5703,124,CAL. DS - Comando: Checar todas as ligações à terra,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5704,125,CAL. DS - Comando: Checar todos os condutores elétricos,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5705,126,CAL. DS - Comando: Limpra internamente o painel de comando,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5706,127,CAL. DS - Geral: Checar o aperto de todos os parafusos do equipamento,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5707,128,CAL. DS - Motores: Inspecionar Ruído excessivo ou vibração,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5708,129,CAL. DS - Motores: Verificar a temperatura do motor,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5709,130,CAL. DS - Motores: Verificar se o fluxo de ar da ventilação está correto,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5710,131,CAL. DS - Redutores: Verificar vibração do mancal do redutor,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5711,132,EXT DS A - Comando: Efetuar reaperto de todas as conexões elétricas,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5712,133,EXT DS A - Comando: Inspecionar/Corrigir mau contato nas tomadas multiplas,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5713,134,EXT DS A - Comando: Inspecionar/Substituir cabos com sobreaquecimento,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5714,135,EXT DS A - Motores: Efetuar o reaperto das conexões elétricas dos motores,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5715,136,EXT DS A - Motores: Verificar a ocorrência de faiscamentos no motor,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5716,137,EXT DS A - Motores: Verificar o desgaste das correia de transmissão,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5717,138,EXT DS A - Motores: Verificar/Corrigir a tensão das correias de transmissão,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5718,139,EXT DS A - Redutor: Efetuar a limpeza da caiza de engrenagens,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5719,140,EXT DS A - Redutor: Inspecionar via o visor danos e desgastes no acionamento,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5720,141,EXT DS A - Redutor: Verificar a limpeza do óleo hidráulico,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5721,142,EXT DS A - Redutor: Verificar a vibração e o ruído das chumaceiras,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5722,143,EXT DS A - Redutor: Verificar folgas da chumaceira,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5723,144,EXT DS A - Redutor: Verificar o filtro do óleo hidraulico,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5724,145,EXT DS A - Refrigeração: Verificar as vedações da bomba quanto a vazamentos,,2011-09-08T00:00:00,,,RTM,,A,2
PRE,N,S,1,EXTRUSORA DSD,5725,146,EXT DS B - Comando: Efetuar reaperto de todas as conexões elétricas,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5726,147,EXT DS B - Comando: Inspecionar/Corrigir mau contato nas tomadas multiplas,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5727,148,EXT DS B - Comando: Inspecionar/Substituir cabos com sobreaquecimento,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5728,149,EXT DS B - Motores: Efetuar o reaperto das conexões elétricas dos motores,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5729,150,EXT DS B - Motores: Verificar a ocorrência de faiscamentos no motor,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5730,151,EXT DS B - Motores: Verificar o desgaste das correia de transmissão,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5731,152,EXT DS B - Motores: Verificar/Corrigir a tensão das correias de transmissão,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5732,153,EXT DS B - Redutor: Efetuar a limpeza da caiza de engrenagens,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5733,154,EXT DS B - Redutor: Inspecionar via o visor danos e desgastes no acionamento,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5734,155,EXT DS B - Redutor: Verificar a limpeza do óleo hidráulico,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5735,156,EXT DS B - Redutor: Verificar a vibração e o ruído das chumaceiras,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5736,157,EXT DS B - Redutor: Verificar folgas da chumaceira,,2011-09-08T00:00:00,,,RTM,,A,4
PRE,N,S,1,EXTRUSORA DSD,5737,158,EXT DS B - Redutor: Verificar o filtro do óleo hidraulico,,2011-09-08T00:00:00,,,RTM,,A,4
