ID_CLIENTE,ID_OS,SQ_EVENTO,DT_ABRE,DT_FECHA,LS_USUARIO,TP_EVENTO,DS_EVENTO
1,241,1,2018-02-28T16:38:42,,patricia,AOS,Abertura de Ordem de Serviço
1,242,2,2018-03-01T08:14:00,,lcosta,COS,Ordem de Serviço Cancelada
1,243,1,2018-03-01T09:08:35,,patricia,AOS,Abertura de Ordem de Serviço
1,53,2,2018-01-15T14:25:00,,sigrid,COS,Ordem de Serviço Cancelada
1,76,2,2018-01-15T15:27:00,,sigrid,FIA,Atendimento Finalizado
1,150,3,2018-01-15T16:35:00,,sigrid,FIA,Atendimento Finalizado
1,9,3,2018-01-15T14:23:00,,sigrid,FIA,Atendimento Finalizado
1,2,3,2018-01-15T14:25:00,,sigrid,FIA,Atendimento Finalizado
1,62,2,2018-01-11T08:17:00,2018-01-11T08:17:00,Pauloe,AAT,
1,62,5,2018-01-11T08:19:00,,sigrid,FOS,Ordem de Serviço Fechada
1,77,2,2018-01-11T08:20:00,2018-01-11T08:20:00,Pauloe,AAT,Serviço realizado conforme solicitado
1,77,3,2018-01-11T08:22:00,,sigrid,FIA,Atendimento Finalizado
1,97,3,2018-01-11T08:10:00,,sigrid,FIA,Atendimento Finalizado
1,63,4,2018-01-11T08:17:00,,sigrid,FOS,Ordem de Serviço Fechada
1,208,1,2018-02-21T14:51:50,,sigrid,AOS,Abertura de Ordem de Serviço
